image_filename,reference
10863862.jpg,"An older, male construction worker wearing a yellow vest climbing down from the roof of a building onto scaffolding. A man in a yellow vest is standing on the wall above the scaffold. A man in a reflective jacket positions himself on scaffolding. A construction worker is on climbing on top of a building. A man climbs down a scaffolding."
108656820.jpg,"A group of people are either standing or sitting, some are wearing hats and scarves, while some are not. A group of fourteen is assembled in a hall with dining tables and a stage. A large group of people mingling in a room with a tile floor. Lots of people in different costumes at some kind of party. A gathering of people standing by a stage."
1087168168.jpg,A young boy jumping and a young girl sitting in an inflatable pool. A boy is jumping on an inflatable ring and a girl is watching him Two young kids are playing in the water on an inflated toy. A teenage boy is jumping on an inflatable slide. A boy jumping on a water jumphouse
1087539207.jpg,Several children playing on a Polaris vehicle outdoors. The children played on the four wheeler in the field. A family playing on a tractor on a beautiful day The four kids are riding on an ATV in a field. Children ride a tractor in a field.
1088385559.jpg,"An older woman stir fries vegetables in a home kitchen, with a counter crowded with jars and bottles in the background. An Indian woman in traditional clothing cooks vegetables on her stove. An elderly woman is cooking dinner in a frying pan. An elderly woman pan frying food in a kitchen. A white-haired woman in cooking vegetables."
1088767354.jpg,The girl in the salmon colored bikini is standing next to two young people; one is wearing a black outfit and the other is drinking pop. Two young people are approached by a flamboyant young woman dressed in a red bikini and a red feathered headress. A woman wearing a red costume looks at two other people standing on a street. A young woman in a red sequined costume and feather stands on the sidewalk. A woman in a red costume to the left of a man and woman standing together.
108898978.jpg,Two people wearing yellow jackets crosscountry skiing. Two skiers are making their way through woodland. Two skiers are sliding down a trail in the woods. Two men are skiing in the snow in a wooded area. Skiiers walking up the hill through a forest.
108899015.jpg,A lone skier is making their way up a mountain. Skiiers at the top of a snow covered hill. Two people are on a snow-covered mountain. Two people climbing up a snowy mountain. Two hikers climbing a snowy hill.
1089059626.jpg,An Asian man in spectacles and a t-shirt preparing some food. A man working diligently while sitting at a table. Man sitting using tool at a table in his home. Indian man whittles in his own home. A man is sharpening a knife.
1089181217.jpg,A light brown dog runs down a path happily. A brown dog running down a paved pathway A brown dog running next to grass. A dog is running down a road. Energetic brown dog running
1089354362.jpg,"A girl sitting on the steps of a building wearing a green short-sleeve shirt, blue jeans, flip-flops holding a cup and writing in a journal with her purse sitting at her feet. A woman in a green shirt and jeans kneels on a stoop with coffee in hand, her purse beside her and a large door behind her, as she fills out paperwork. A woman is sitting on the steps in front of a large black door, writing in a notebook. A woman sitting down on steps, writing something down with a door behind her. A girl holding a coffee cup is writing outside."
108957912.jpg,People walk across a street as utility workers fix a light. Many people are crossing a street in a large city. People are crossing a city street intersection. Pedestrians cross the street at a red light. People crossing a city street.
108970557.jpg,Woman sitting in a red chair with a dressy purple dress on and a book sitting on the arm rest. A woman dressed in light purple and wearing a corsage clasps her hands in her lap. A woman in lavender with short brown hair is sitting in a large chair. The women is wearing formal clothing while sitting. A short-haired woman is sitting down.
1089755335.jpg,A woman stands with children on a boardwalk at night overlooking the sea. Woman with three children fishing over boardwalk in the evening. A woman and three children stand on a deck with a fishing pole. Some people on a pier at night with one girl fishing off it. A mother and children is fishing on a boardwalk at night.
109083036.jpg,Six males playing a game in the sand with wooden paddles. Group of young men playing cricket in a dirt field. Six west Asian youth play cricket on a dirt pitch. A crowd of boys play cricket in an open sand lot. Children playing cricket in a dry desert area
1091942526.jpg,"A woman is laughing as two small boys play around her and a small girl climbs up her back. A girl laughs while holding an younger girl on her back and facing a small child. A woman in a green tank top is surrounded by three children, laughing. A young woman playing with children at a backyard party in the summer. A woman playing with kids."
10919429.jpg,"A man in a black shirt and black jeans and a little boy are taking a look inside a green truck's engine while it is parked in a grass field with a gas tank in front of it. A male in a black shirt, and black pants, working on the engine of an old, green antique automobile, with a yellow gas canister sitting on the grass. A young man and a toddler look under the hood of an old-fashioned truck. A man and children work on the engine of an old truck. Man working on old truck while child watches."
109202756.jpg,A woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain. A young blond woman sitting atop a brown draft horse in the snowy mountains. A woman rides a horse near a frozen lake in the winter time. Woman n blue jacket sits on daft horse near a frozen lake. A woman in a blue jacket rides a brown pony near water.
109202801.jpg,Two golden brown horses pull a sleigh driven by a woman in a blue coat. Two horses pull a carriage driven by a woman over snow covered ground. Two horses pulling a sled steered by a smiling blond woman. Two draft horses pull a cart through the snow. Two horses are pulling a woman in a cart.
1092437557.jpg,Woman is enjoying herself being outdoors biking in a forrest preserve. A girl in an orange tank top is walking her bike through the forrest. A smiling woman in a peach tank top stands holding a mountain bike A happy teenage girl taking a break from her bike ride. A girl smiles while holding her bike in a field.
109260216.jpg,"A person climbs a tall, flat mountain while holding onto a safety rope. A person is climbing a rock while holding onto a white rope. A person climbing down a sheer rock cliff using a rope A person wearing a red vest climbs up a steep rock. A person rappels down a steep incline."
109260218.jpg,Spelunkers pose inside a rock cavern while bathed in sunlight from the surface. Shaft of light in a cave shows three spelunkers Three rock climbers are posing on big rocks. People stand inside a rock dome. Three people sit in a cave.
1093716555.jpg,A group of hikers are resting on the ground in front of some mountains. Several hikers rest with their gear in front of a mountain. The group of hikers is resting in front of a mountain. People camp with the mountains in the background. A group of backpackers lay on the dry ground.
1093737381.jpg,A woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk. A woman in a blue dress stands with a chalk portrait of two children playing by a stream. A woman stands next to a chalk drawing in front of a barn-like structure. A woman stands outside near an elaborate chalk illustration. A woman standing in front of a chalk drawing
109380144.jpg,"Three young adults are sitting around, with the girl pretending to kick one of the guys in the face while laughing, and the guy behind him looks like he's in midsentence. A man wearing an Illinois t-shirt is looking at a camera while a girl is aiming her foot at his face and another man is making an odd face in the background. A man sitting on the ground is playfully kicked by a young woman, while a man in the back observes. A girl playfully kicks a guy in the face while another person makes faces. A girl sitting down puts her shoe up to a guy's face."
1093807815.jpg,A group of African American children with their arms above their heads and happy expressions on their faces. A group of African-American children have their hands up in the air singing or shouting in a classroom. Many young dark complected children raising their arms in the air in excitement. The children are singing and holding their arms in the air. A group of kids in class with their hands in the air.
1094283901.jpg,A shirtless man jumping off a large concrete structure into a river with his friends watching from the structure. A man wearing swimming trunks jumps off a concrete platform into a large body of water. A shirtless man leaps into the water as other people watch. A man is jumping off complex into a body of water. A man jumping into the water. A brown dog plays in a deep pile of snow. A tan dog stand in the snow and looks up. A dog looking at the camera in snow. The brown dog is out in the snow. A dog runs through the snow.
1094606832.jpg,A young black person wearing a green shirt and a jacket using a sewing machine. A woman wearing a brown headscarf works at a sewing machine. Woman meticulously working with a sewing machine. A black woman using a sowing machine. Woman with a brown headscarf sewing.
1094671386.jpg,"An oriental woman with her fist raised in the air, other oriental people around her, and a black Moped beside her. A lady in a white t-shirt is looking toward the person with their arm raised in the air. A woman wearing a white t-shirt has her right arm extended with her fist closed. Asian girls in white t-shirts standing around a motorcycle. Two young girls in a street."
1095109931.jpg,A woman smiles while holding several green peppers at a grocery stand. A young woman holds a red and green pepper at a vegetable stand. A girl working at a farm market selling peppers. A woman smiles as she holds some bell peppers. Woman with a tank top buying green peppers.
10951809.jpg,"An elderly woman with a cane sits in a large wooden chair next to a weaving loom, in a log cabin. The elderly woman is enjoying an afternoon on the porch with family. An elderly women is sitting in a chair with a cane in her hand. An old women with a cane sitting in her rocking chair. An elderly woman with a can is sitting down."
109544260.jpg,A little boy in a striped shirt and blue jeans is blowing bubbles from a red container. A young jean-clad boy is sitting on brown grass blowing bubbles out of a red container. One young boy is sitting outside on a cool day blowing bubbles. Young boy sitting down outside and blowing bubbles. A boy has blown four bubbles on the lawn.
1095476286.jpg,A young boy is jumping through water being sprayed up from the ground. A little boy playing in the water. A boy plays in the fountains. A child plays in a fountain. A boy jumping in a fountain.
1095580424.jpg,The dog is running out of the tunnel on a dog obedience course. The small brown and white dog is running out of a small tunnel. Dog running out of tunnel on obstacle course A dog runs out of a tunnel on a course. A Corgi runs out of a tunnel.
1095590286.jpg,A yellow dog and a black and white dog are running in the dirt. A blond dog and a black and white dog run in a dirt field. Two dogs are running in a field. A dog chases another dog. Two dogs running around
10956999.jpg,Two men barbecuing on the grill with a little girl playing in background. There are two people grilling food near a body of water. Two men stand behind a grill near the ocean. Two men barbecuing at a beach. Two men are grilling out.
10957138.jpg,"A girl in a floral bathing suit jumping on the beach in front of the waves. A little girl in a flower print bathing suit, jumping into the ocean. A girl in a swimsuit is jumping high, near water. A young girl is jumping in the air at the beach. A girl jumping into the ocean."
1095980313.jpg,A little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach. Little girl in blue swimsuit standing on a handrail near a beach. The little girl in the blue bathing suit is posing at the beach. A little girl with arms outstretched is posing at the beach. A young girl walks on a railing in front of the beach.
109608573.jpg,A man in a white shirt is outside leaning against a rail with hats hanging beside him. A man in a white t-shirt standing beside a rack of colorful hats. A young Asian boy sits on a railing behind a row of colorful hats A man is standing next to a rack with hats hanging on it. A young boy sits by an outdoor stand displaying hats.
1096097967.jpg,A black and white dog is being soaked with a jet of water in a blue paddling pool. A dog sticking its face into the shower from a garden hose. A black and white dog drinking water from a water spray. A white and black dog is jumping into a pool. A small white dog gets sprayed by water
1096165011.jpg,A smiling boy swims underwater in a pool. The boys smiles underwater at the pool. A redheaded boy swimming underwater. A small boy swimming underwater A boy smiles underwater. A Little boy in a red striped shirt on a blue couch pulling out all the pillows. A young boy is inside a couch cushion with stuffing hanging out. A little boy in a plaid shirt looks up as he lays on a blue sofa A young boy sucks on his arm while laying on a blue couch. A child is sitting on a couch with a ripped cushion. A young boy with his foot outstretched aims a toy at the camera in front of a fireplace. A little boy in orange shorts playing with a toy. A young child plays with his new light-up toy. Boy with toy gun pointed at the camera. A boy with a toy gun.
109656696.jpg,A girl in a polka dotted blue jean dress walks barefoot on a balance beam. A girl in a jean dress is walking along a raised balance beam. The little girl is walking a beam in gymnastics class. A little girl balances on a gymnastics beam. A little girl is walking on a balance beam.
109671650.jpg,A boy wearing blue and yellow walking on a cliff edge. A boy in yellow shorts is standing on top of a cliff. A young child is standing alone on some jagged rocks. A little boy standing high in the air on a rock. Child stands near edge of cliff.
1096800382.jpg,A man gestures while facing a woman wearing glasses as they sit inside a restaurant that includes a yellow wall. A man in a black shirt talking to a woman in a black shirt in a yellow room. Two people having a discussion sitting in a restaurant. A man and a woman are talking in a restaurant. A couple having a conversation over drinks.
109738763.jpg,A snowmobile rider flies through the air on his or her machine in front of tall pine trees. Rider jumps snowmobile high in rural area. A person on a snowmobile in mid jump. A snowmobiler flies through the air. The man is up in the air.
109738916.jpg,Two helmeted men sit on yellow snowmobiles while another man stands behind watching. People pose with helmets and goggles on while riding snowmobiles. Several people are taking a break while on a snowmobiling ride. People are riding around on snowmobiles. Three people and two snowmobiles.
109741554.jpg,"A man shovels snow off of a roof while another stands in the contraption that allowed them to reach the high place. Two men cleaning snow from a roof, one's in a lifter, while the other is actually on the roof. A man shoveling snow off the roof of a building. Two people working on removing snow from a roof. Two men work to shovel snow from rooftops."
1097463464.jpg,"A young boy wearing a black shirt, brown pants and a black watch has his hand on a white folded chair which is on the top of a large stack of similar folding chairs. A young man wearing a black shirt takes a folding chair from a large stack. A person helping to set up chairs for a big event. A young man in a black shirt stacks chairs. A boy is setting up folding chairs."
109770830.jpg,Two buildings beyond a concrete wall facing a walkway with a woman talking on a cellphone. A girl in a red winter coat walks down the city sidewalk as she speaks on the phone. Two modern buildings made of glass and stone accent the setting. A woman is walking at dusk down an urban street. Someone walking along a wall.
1097710887.jpg,"A very young girl playing with a bubble-blowing wand, holding a bottle of bubble solution and walking through a park or field. A little girl with brown hair is blowing the petals off of a flower. A small girl in a dress blows bubbles in a grassy field. A little girl is blowing bubbles in a field. A little girl blowing bubbles."
109823394.jpg,Three people on ATVs in a brown field turn their heads to look at the camera. Three people ride their four wheelers through the field. Three people on four wheel ATV's in a field. Three people on ATV's outside. Three people drive ATVs.
109823395.jpg,A person is riding an orange ATV in a large empty field. A man on a four wheeler is flying through the air. A four wheeler jumping in an empty field. Man jumping with all terrain vehicle Man on an ATV catching air!
109823397.jpg,A person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building. An ATV is airborne over a field in front of a white structure. A man on a four-wheeler jumps near a small building. A man jumps gin the air while riding an ATV Man on four wheeler in the air.
1099034049.jpg,"A girl is sitting on the beach and appears to be approaching a hit on the head by a plastic inflated hammer. A woman with dark hair wearing a bikini is sitting on a beach. A young woman, sitting in the sand, has her eyes closed. A woman on the beach getting hit with a blow up hammer. A woman sitting on the beach closes her eyes."
1099434461.jpg,"A man is cooking a square pancake : he lifts it with his fingers and a spatula to check to see if it is done. There is a pancake pan cooking a pancake and a man is rolling it over on its opposite side with a spatula. A man's hand is shown helping a spatula to flip a pancake from a square frying pan in a messy kitchen. Two hands are flipping some food in a cast iron pan, with a spatula. A man makes a perfect, golden crepe."
109982467.jpg,A mother and three children collecting garbage from a blue and white garbage can on the street. A woman and three children are picking something out of a blue trashcan. Three young children stand around a blue and white barrel. Four children are standing around a blue and white barrel. A group of children look into a barrel. A boy is jumping off the side of a running stone water fountain in front of a building. A boy in s striped shirt is jumping in front of a water fountain. A little boy is playfully jumping off the side of a fountain. A happy boy is jumping in front OD city fountain. A little boy is jumping in front of a fountain.
1100708949.jpg,"Two women hugging in a grassy, fenced field with a cow's behind in the background. Two women are hugging on a path through a grassy area with a cow visible past them. Two sisters hugging while visiting a Farm and looking into the camera. Two girls are hugging in front of a tree and a hill. Two people hugging with cow in background at farm."
1101207553.jpg,There are two men in orange life vests signaling to a cruise ship docking at a pier. Two dock workers and small boat guiding a cruise ship to place to tie up on dock. Two men in orange and blue safety gear stand on the dock guiding a boat inward. A large ship approaching the dock with two men awaiting its arrival. Stevedores are waiting for a boat to dock.
1101291373.jpg,A man in sandals and white cardigan sits on a green bench while talking on his cellphone. A man with blue pants and a white shirt sitting on a bench talking on a cellphone. A bald man in flip-flops sits on a green bench and talks on a cellphone. A man sitting on a green bench talking on the telephone. A man on a green bench is talking on his cellphone.
1101923011.jpg,A man wearing a white tank top sings into a microphones on a stage with a crowd watching. A man with a microphone is singing to people. A man on stage singing into a microphone. A singer on a stage with a white shirt. A singer on stage singing to fans.
110201971.jpg,"Three men are riding on an elephant with a shack in the background and two of them are wearing hats. Three guys riding on an elephant with a house-like structures and trees in the background. Three young men are riding an elephant, sitting in what's called a howdah. Three men seated on an elephant in a small village. Two men and a shirtless boy are on an elephant."
110226481.jpg,A man in a gray camouflage shirt and gray pants sits under the hood of a blue truck. A man performing auto repair in front of a building. A man crouches under a truck hood's shade to fix it. A man sits in the under the hood of a blue truck. A mexican man sits under the hood of his truck.
11026590.jpg,"A young boy, wearing goggles and a heads-up light, and a young girl, are smiling. A boy in yellow glasses and red-haired girl pose for the camera. Two kids, one wearing glasses and a headlamp, are smiling. A boy in goggles plays with a read-haired girl. A crowd of people outside."
110269384.jpg,A dark-haired woman in a green and white apron sits amid her outdoor display of flowers for sale on a city street. A woman is sitting by her dried flower display at an outside market. A woman sells flowers and incense at the market. A lady is sitting down tending to her stand. A woman in an apron shopping at a market.
1102763701.jpg,Young individuals in uniforms are gathering under the flags of several different countries. A crowd of scouts where there are flags of many nations being held. A group of people gather and holding different types of flags. A group of people are gathered at some type of outdoor event. A reunion of boy scouts from all over the world.
11034843.jpg,A baby is crying while holding on to the side of a crib. A white baby boy crying over a tipped over toy. Crying baby in a blue shirt and white pants. A baby with blond-hair crying or yelling. A toddler in a blue shirt is crying.
1104087374.jpg,"A couple is sitting on the sand with their feet in the water, and they are shaking hands. A man and woman wearing sunglasses sit halfway in the water. A boy and a girl holding hands while sitting on a shore. A couple with sunglasses are laying on the beach. A blond holding hands with a guy in the sand."
1104133405.jpg,A boy wearing a white t-shirt walks on the grass and carries a soccer ball. A boy walks with a ball tucked under his arm. A boy walks with a soccer ball near a fence. Small boy carries a soccer ball on a field. A boy carrying a soccer ball.
1104881373.jpg,A woman is at an ice cream shop and she is waiting for the man to scoop her ice cream. A woman is awaiting her ice cream as a young teenage boy scoops it. A woman is watching as a guy is scooping ice cream from a freezer. A man scoops out ice cream for a female customer in a cafe. A woman watches as a young man scoops ice cream for her.
1105137588.jpg,A man is eating alone at a table near another table where a man and woman are seated. Asians are sitting at a table and eating beside a green and white wall. People sit down on stools to enjoy a quick bite to eat. A group of people are sitting on stools eating some food The people are eating by a teal colored wall.
110590591.jpg,"People are standing around an American flag that is spread out, facing the wrong direction. Four people are holding an american flag in the middle of a bunch of people. A parade of people walk the street carrying the American flag. A group of people spread out an American flag for all to see. A group of people surrounding the American flag."
1105959054.jpg,A young girl with braids is painting with water colors on a white paper on the wall. The child paints on a large paper with water colors. An artist paints clouds onto a canvas. A young girl painting a picture. A child painting a picture.
110595925.jpg,"A man in aerodynamic gear riding a bicycle down a road around a sharp curve. Man bicycle up a road, while cows graze on a hill nearby. A cyclist is riding a bicycle on a curved road up a hill. The biker is riding around a curve in the road. A man on a mountain bike is pedaling up a hill."
110600869.jpg,A little girl in a blue jeans vest is running across the grass and laughing. A little girl with a blue jean jacket smiling while running in a field. A little girl with a jean jacket on is running and laughing. A little girl in a denim jacket running through a field. A little girl is running on the grass and smiling.
110613709.jpg,"A gray and black-haired male is holding his glasses in one hand while looking at something in the other hand; surrounded by numerous amounts of machines. Man in blue shirt and black pants is looking at his thumb on one hand while holding glasses in his other hand. A man in a blue button-up is standing in a room, holding his glasses. Some elements are too small to visualize without a microscope. A man in a laboratory is examining something."
110615445.jpg,"A couple show their affection on an escalator by embracing and kissing one another. A black-haired man and woman, probably a couple, are kissing on an escalator. Two people, a balding man and a woman, are kissing on an escalator. A couple kissing while going up the escalator. A couple kissing on an escalator."
110637863.jpg,"A rugby game being played, one man in a green jersey is being lifted up by his teammates with the ball, while a competitor in a red jersey is similarly lifted to tackle him. A soccer player in a green uniform with a ball in is hands is being held up by some of his teammates, while an opposing player in red reaches for the ball. The green team lifts a player up in victory after a hard game, but will the red team interfere? A soccer player in green is held high above his teammates and opponents in red. Rugby player lifted to attempt a score against a red team defending."
110647073.jpg,"Two men pushing wheelbarrows, two men looking at them, they are in the desert near some block construction buildings. A group of workers in the desert, two with wheel barrels and two just standing around. Men are constructing a wall in the desert. Men pushing wheelbarrows in the desert. The men are working in the hot sun."
1106644976.jpg,A young group of friends adorned with face paint and feathered headbands sit on a bench. Teens dressed as Native Americans sit in the park with their school bags on the ground. Five young women sitting on a green bench wearing headbands with feathers in them. Five young girls with backpacks sitting on a green park bench. Five young girls wearing headbands sitting on park bench
110671345.jpg,A woman is surprised to have her picture taken on this fall day outside Spaulding's women's store. A young woman in jeans and a gray sweater walks on the sidewalk in a shopping district. A woman posing for a picture while shopping. Woman in front of clothing store. The lady has a black sling bag.
110671448.jpg,"A woman standing with 3 other people in a store with two tables, some shelves with coffee and tea for sale, and a refrigerated drink case. A woman in a gray sweater and black baseball cap is standing in line at a shop. A woman in a hat waits to be served at a store. Young people are standing in the store. A woman in a cap at a coffee shop."
110695011.jpg,"A man wearing a black jacket and gray slacks, stands on the sidewalk holding a sheet with something printed on it in his hand. A man in a black jacket is standing with a group of people behind him. A man in a black jacket is selling lottery tickets in the sidewalk. Street vendors sell their wares to tourists. Man stands holding a paper in a city."
1107246521.jpg,A black dog playing fetch with a ball of rope. A large black dog is playing in a grassy yard. A black dog running after his rope toy. A black dog jumping to catch a rope toy A black dog pounces to get a rope toy.
1107471216.jpg,A young girl is looking through an old fashioned video camera. A little girl is holding a cine camera in front of her face. Girl with rosy cheeks and lips holding black toy gun. A young girl steadies her aim with a camera There is a kid with a gun.
1107507919.jpg,"There is a woman and man wearing orange shirts, playing instruments with sheet paper in front of them. A cello player is playing during a concert. A woman in a red shirt playing the cello. A female playing a song on her violin. A woman in a red shirt plays a cello."
1107716222.jpg,"A woman scantily dressed in handsome homemade-looking clothing sits on a wooden step and reads Brazilian author Coelho. A woman wearing a scarf and reading a thin book reclines on a wooden structure. A woman wearing a red beaded necklace sits on a wooden deck while reading. Girl in odd clothes reading a brochure while sitting on a wooden porch. A woman in a black head piece, sitting down and reading."
11079715.jpg,A musician plays his electric guitar surrounded by sound equipment. A man wearing purple clothing is playing a guitar on a stage. A musician is posing while playing an odd-shaped guitar. A man dressed in a funky outfit is playing guitar. A black-haired man plays a guitar.
110802332.jpg,"Two hockey teams are shown at the goal where the white team is stopping a goal being made by the blue team. A hockey game is being played and a hockey player named ""David"" is trying to score against the goalie. An ice hockey goalie is trying to protect the net from players scoring a goal. A hockey player attempting to score against a goalie as a defenceman watches. A hockey goalie is trying to prevent a goal from the opposing team. A man in a gray uniform carefully inserts a metal rod into a glowing opening. A man in an old building holding what looks like a light on a long pole. A man in a light green suit is operating machinery in a factory. A technician is figuring out the best way to open a huge safe. A professional glass maker firing a piece in a gigantic oven."
110964272.jpg,A small child and an adult walk on the beach in front of ocean waves. An adult and a child walk along the beach during the day. An adult and child walking along the beach on the sand. A woman and a child are walking on a beach. A man and a child walking down a beach.
110983128.jpg,"Grocery store employee, dressed in a red apron & a baseball cap, sits on a ledge in front of the store. An elderly man in a white shirt and red apron sits outside a store. A man in a red apron wearing a baseball cap is sitting on a step. Butcher waiting outside the store. A man in an apron sits on a curb."
1110208841.jpg,"A brown and white dog catches a Frisbee in it mouth in front of a group of people. A brown and white dog jumping up to catch a Frisbee while an audience watches. A black and white Border Collie catches a Frisbee in front of an audience. An agile dog catches a Frisbee while a crowd of onlookers watches closely. A dog jumps to catch a Frisbee, while many people watch."
111061041.jpg,Two men in a tennis court in a city are standing on either side of the net talking to each other. Man in black hat teaching another man tennis on a fenced in tennis court. Two male tennis players conversing across the net on an outdoor court Two tennis players are talking on the tennis courts. Two men playing tennis behind a fence.
111069375.jpg,"Two jugglers using flaming torches are performing for a crowd of people who are sitting on steps. A man and a woman are performing with fire in front of a crowd in an urban concrete park. A male and female fire performer, work their craft in front of an audience. Street performers being watched by an interested crowd. Two people performing tricks with fire for a crowd."
111201721.jpg,"A young boy in a yellow shirt is jumping in a grassy area with a younger boy, in a white shirt, standing behind him. A young boy in a white shirt is following his brother outside. Two young children are walking through a wooded area. Two children running with no shoes on. Two young children playing outside."
1112212364.jpg,A toddler sitting on a pile of rocks holding a rock at a beach. A baby is sitting on and playing with smooth rocks. A baby is stacking rocks on the beach. A small boy is playing with rocks Toddler sits on a pile of rocks.
1112334131.jpg,A kid wearing a Gap hat looks into the camera with a funny face and ice cream cone in his hand while a woman looks on from behind him. A woman sits with a boy in an orange hat with a cookie in his hand as he makes a funny face. A lady and a boy who is having ice cream are sitting together. A child finishing an ice cream cone mugs for the camera. A boy in a Gap hat is making a silly face.
111285749.jpg,"Five men, one wearing a white shirt standing on something, hanging up a picture of a child. A person is hanging up pictures of women with a few onlookers watching surrounded by bikes. A man in a white shirt hangs a painting in a run down store while other men watch. There are four Eastern guys working on and hanging pictures of humans. A man is putting up a poster in front of a shop."
11131022.jpg,"Older man in a hat, yellow shirt and dress slacks playing in the sand with a young boy. A man wearing a hat and a small boy in a bathing suit playing in the sand. An older person and a small boy play in the sand near the water. A person in a hat is playing with a boy on a beach. A father is playing with his child in the sand."
1113186657.jpg,A blond child is wearing blue goggles and a green Speedo tank top while swimming underwater. A girl in a green Speedo top and blue goggles holds her breath underwater. A boy underwater with someone helping him to swim A child swimming underneath the water. A child is swimming with goggles on.
111390902.jpg,"Two Asian men are riding on a motorcycle in the midst of a crowd full of other motorcycle riders. Three young men, two riding a motorbike on a busy street, looking at something and smiling. Three oriental men are riding on a red moped scooter in the city with many people. A group of motorcyclist are ridding through the streets. Boys on a motor-scooter riding down a busy urban street."
111413806.jpg,A man and two women are playing a board game at a wooden table while drinking alcohol. Three people around a table playing a board game and drinking beer. Two ladies and a man playing a card game and drinking beer. Three people are sitting around a table playing a game. A group of people playing a board game.
111419142.jpg,Several young people are standing around drinking beverages at some kind of outdoors gathering with food. There are many people wearing either jackets or layers drinking beer or diet Coke. A group of people wearing warm clothes are having a party outside. People enjoy a gathering with Pabst Blue Ribbon and Diet Coke. A gathering of people drinking beer and talking
111497985.jpg,The person has a striped shirt on and is holding on to a rope on a mountain. A kid rock climbing against the backdrop of a green valley The person in the striped shirt is mountain climbing. A woman in a striped shirt climbs up a mountain. A young man climbs a rocky hill.
111537217.jpg,"The young man with the white t-shirt and jeans is rappeling up the rock wall. Man with red shoes, white shirt and gray pants climbing. A man climbing the side of a cliff. A man climbing a rock wall A man is rock climbing."
111537222.jpg,A climber wearing a blue helmet and headlamp is attached to a rope on the rock face. Person with blue helmet and purple pants is rock climbing. A woman in purple snakeskin pants climbs a rock. A rock climber climbs a large rock. A man climbs a rocky wall.
1115565519.jpg,The little girl is playing with a toy in a public fountain. A little girl playing in water on a frog sculpture. A child playing with a fountain at the beach. A girl looks at a fountain that sprays water. A child plays with a fountain.
1115679311.jpg,A black dog runs along the beach and jumps over a wood barrior. A dog jumping over a small wall at a beach near the water. A black dog is jumping over a log along a beach. An animal is running on the beach. A dog is running on the beach.
111671162.jpg,People are eating in a cafeteria with a wood beam and glass ceiling. People sitting in a restaurant eating and one is reading the paper. A restaurant filled with chairs and consumers. People sitting and eating inside a diner. Lots of people eating in a restaurant.
111737806.jpg,"A woman is standing in a rough hewn structure with a round opening with her head sticking out above the opening. A girl in a white t-shirt and red shorts is looking out of an underground passage. A girl in red short and a white T-shirt underground looking out of a hole. A girl wearing a red short and a white shirt looking through a hole. A woman inside a drain, looking out."
111766423.jpg,Black and white bird standing on hand of someone holding sunflower seeds The small bird is clinging to a finger of the hand holding the seeds. A black and white bird eating seeds out of someone's hand A small bird sits in a person's hand and eats seeds. A black and white bird standing on a hand.
111796099.jpg,The ball boys are waiting on the side lines of the tennis court while they watch the lady hitting the ball. A tennis match is in progress with ball chasers on the sidelines with an audience in the background. A game of tennis is shown with one of the female players about to hit the ball. A woman in a white shirt and pink skirt is about to hit a tennis ball. Two boys are ready to receive a ball at a tennis match.
1117972841.jpg,A brown dog is running in the sand. A brown dog playing in the sand. A dog running fast in the sand. A brown dog plays at the beach. A dog is standing in the sand.
111811048.jpg,A man is crossing the street and in the distance you can see a building under construction. This is a man standing on a rooftop with construction in the background. A man is standing on top of a tall building that overlooks the city. A man walks across the field of view in front of a cityscape. A man with a hat walks along train tracks.
1118168796.jpg,"One gu, wearing blue gloves and a brown vest, with a large camera pointed toward a Conquest trailer with a solar cell at his feet. A man looks through a large camera-like device in a field near a camper and some parked vehicles. There is a man in black standing near vehicles and a camper, setting up video equipment. A man under the black hood of a camera, standing close to vehicles and an RV. A man looking through telescope at a trailer park."
1118557877.jpg,A small child wades through the water while being guided by another person. A young boy wearing a colorful bathing suit splashing in the ocean A young boy laughs while splashing in the ocean. A young child splashing in water. A little boy stands in the surf.
1118752484.jpg,Multiple people walking on the pavement with a fence in the background all under the sky with clouds. A woman in Muslim attire is walking with a young boy down the street. Several people walking across a bridge in both directions. People are walking in front of a fenced area. Woman in a red sari walks down the street.
1119015538.jpg,A little tan dog with large ears running through the grass. This is a small beige dog running through a grassy field A small dogs ears stick up as it runs in the grass. A playful dog is running through the grass. The small dog is running across the lawn.
1119034454.jpg,A woman is jogging on a sidewalk next to an elevated grassy platform. A young woman in jogging suit running along the bank of a river. A jogger passes under an outstretched tree branch. A woman in a tight fitting outfit is running. A woman running along a river along a path.
111908743.jpg,A man in red pants balancing on a blue object with his hands A man wearing red pants is balancing on a blue sculpture. A man is raised up on his hands on a blue platform. A man in red pants jumping on a park table. An athlete leaping over an obstacle.
1119418776.jpg,"A brown, black and white dog is running through a large field with its mouth open. A dog with its mouth open running through a field torwards the camera. A black, brown and white dog running through a field. A black and white dog is running through the field. A dog running in a field."
1119463452.jpg,A little girl in a pink bathing suit swimming in a pool. Smiling little girl swimming in outdoor pool. A girl in a pink swimsuit in a pool A little girl swimming in a pool. A girl swimming in a pool.
